Prodn Code,Part Name,Finish L,Finish B,Finish T,Order Quantity,Part Code,Barcode 1,Barcode 2,Part Material,Surface Top,Surface Bottom,EB Thickness,Edge Bottom,Edge Right,Edge Top,Edge Left,Grain,Grain Desc,Grain Prodn,Cutting L,Cutting B,Cutting T,Grain Path,Drill Info,Carcass or Shutter,Vendor Name,Multi Part ID,Annotation,Order Name,Sales Order,SKU Code,Order Start Date,Order Due Date,Customer Name,Handle Type,Vendor HW,Room,Part Count,Shutter Design,Store Name,Handle Side,Batch Number,Weight,Routing Number,Laying Number,Carton Number,Part Count per carton,Type of Packing
PWVELPELHMAXXXXXAI305XXX-04500530180320,TOP PANEL,494,314,18,1,REG2297990000163,001127800352810000163A,001127800352810000163B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,494,314,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T11,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,163,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500530180320,BOTTOM PANEL,494,314,18,1,REG2297990000164,001127800352810000164A,001127800352810000164B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,494,314,18,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T11,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,164,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500530180320,BACK PANEL,431,511,5.5,1,REG2297990000165,001127800352810000165A,001127800352810000165B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,431,511,5.5,-,SWKTWA4660,CARCASS,ASSEMBLE,6,T11,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,165,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PWVELPELHMAXXXXXAI305XXX-04500530180320,RH-SHUTTER,447,527,18,1,REG2297990000166,001127800352810000166A,001127800352810000166B,18MM-HDHMR-OSR-KINGSTON WHITE,WOODY TAN,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,LOFT UNIT WITHOUT SHELF - RHS,4.50E+12,447,527,18,-,SWKTWA4660,SHUTTER,ASSEMBLE,6,T11,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,SPACEWOOD SOFT CLOSE HINGES,-,166,PLAIN,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,LEFT SIDE PANEL,600,320,18,1,REG2297990000167,001127800352810000167A,001127800352810000167B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,600,320,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,167,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,RIGHT SIDE PANEL,600,320,18,1,REG2297990000168,001127800352810000168A,001127800352810000168B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,600,320,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,168,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,BOTTOM PANEL,622,616,18,1,REG2297990000169,001127800352810000169A,001127800352810000169B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,622,616,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,169,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,TOP PANEL,622,616,18,1,REG2297990000170,001127800352810000170A,001127800352810000170B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,622,616,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,170,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,Back Panel 2,564,616,18,1,REG2297990000171,001127800352810000171A,001127800352810000171B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,564,616,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,171,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,Back Panel 1,581,605,5.5,1,REG2297990000172,001127800352810000172A,001127800352810000172B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,581,605,5.5,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,172,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBPSWMSWHMNXXXXXXXXXXXX-06000640180320,SHELF,596,588,18,1,REG2297990000173,001127800352810000173A,001127800352810000173B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BOTTOM PROFILE CORNER WALL UNIT WITH 2 SHUTTER. BOTH SHUTTERS OPEN TOGETHER,6.00E+12,596,588,18,-,SWKTML0169,CARCASS,ASSEMBLE,9,T13,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,173,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
